statNm,statId,addr,addrDetail,location,useTime,lat,lng,busiId,bnm,busiNm,busiCall,chgerType,output,method,available_chargers,num_chargers,congestion_ratio,working_ratio,statUpdDt,lastTsdt,lastTedt,nowTsdt,zcode,zscode,kind,kindDetail,parkingFree,note,limitYn,limitDetail,delYn,delDetail,trafficYn,year,regionName,distance_km,is_free_parking,has_convenience,is_fast,avg_cost,inv_cost,is_free_parking_score,working_ratio_score,congestion_ratio_score,inv_cost_score,has_convenience_score,is_fast_score,distance_km_score,total_score
반포둥근마을공영주차장,ST116510,서울특별시 서초구 서초중앙로31길 14-5,,지상4층 옥상층 우측,24시간 이용가능,37.5000351,127.0104408,ST,SK일렉링크,SK일렉링크,1566-1704,"2,4","100.0,7.0","단독,동시",8,8,0.0,1.0,2025-05-14 22:55:09,2025-05-14 21:06:07,2025-05-14 22:49:17,,11,11650,B0,B001,Y,,N,,N,,Y,2022,서울특별시,0.7938657762795905,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-1.1907986644193858,1.511868002238392
서울시 서초구 디오빌강남,PI645181,서울특별시 서초구 서초대로73길 54,,지하3층 루프옆,24시간 이용가능,37.5020135,127.0240712,PI,GS차지비,GS차지비,1600-4047,2,7.0,단독,2,2,0.0,1.0,2025-05-15 14:10:32,2025-05-15 02:00:54,2025-05-15 02:00:54,,11,11650,G0,G004,Y,,N,,N,,N,2024,서울특별시,0.5540011269866613,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.831001690479992,1.4716649761777858
언구비공영주차장,ST116509,서울특별시 서초구 강남대로83길 55,,지상 3층 주차장 진입로 우측,24시간 이용가능,37.5047407,127.0209449,ST,SK일렉링크,SK일렉링크,1566-1704,"2,4","100.0,7.0","단독,동시",3,3,0.0,1.0,2025-05-15 13:55:54,2025-05-15 10:40:26,2025-05-15 13:51:22,,11,11650,B0,B001,N,,N,,N,,N,2022,서울특별시,0.2712673220356114,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-0.4069009830534171,1.3957656836043606
반포복개천공영주차장,CV000848,서울특별시 서초구 서초중앙로 255,"(반포동, 금복주빌딩)",지상1층 반포복개천공영주차장,24시간 이용가능,37.504355,127.010062,CV,채비,채비,1522-2573,"4,6","100.0,200.0","단독,동시",4,4,0.0,1.0,2025-05-15 16:00:25,2025-05-15 15:36:06,2025-05-15 15:58:56,,11,11650,B0,B001,Y,,N,,N,,N,2020,서울특별시,0.7182462273817624,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.0773693410726437,1.2252973255851345
서울만남휴게소 (부산),ST116534,서울특별시 서초구 양재대로12길 73-71,,,24시간 이용가능,37.45958384,127.04233054,ST,SK일렉링크,SK일렉링크,1566-1704,4,"200.0,350.0",단독,3,3,0.0,1.0,2025-05-15 15:54:19,2025-05-15 15:26:31,2025-05-15 15:54:19,,11,11650,C0,C001,Y,,N,,N,,Y,2023,서울특별시,0.5775337586873287,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-0.866300638030993,1.8363660286267849
서울시 서초구 양재AT센터,PI204278,서울특별시 서초구 강남대로 27,,지상1층 출구뒤,24시간 이용가능,37.468141739,127.03918022,PI,GS차지비,GS차지비,1600-4047,4,50.0,단독,1,1,0.0,1.0,2025-05-14 12:15:20,2025-05-14 12:07:31,2025-05-14 12:07:31,,11,11650,G0,G004,Y,,N,,N,,N,2024,서울특별시,0.4462221069831833,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.669333160474775,1.6333335061830028
대한무역투자진흥공사,KP004613,서울특별시 서초구 헌릉로 13,,,24시간 이용가능,37.465214569,127.04466925,KP,한국전력공사,한국전력,1899-2100,4,50.0,,2,2,0.0,1.0,2025-05-15 15:42:08,2025-05-15 14:37:54,2025-05-15 15:38:20,,11,11650,A0,A001,Y,,N,,N,,N,2021,서울특별시,0.5007116380641627,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.7510674570962441,1.5515992095615336
서울만남(부산) 휴게소,ME178009,서울특별시 서초구 양재대로12길 73-71 (원지동),,,24시간 이용가능,37.4600218,127.0420378,ME,환경부,환경부,1661-9408,6,50.0,단독,2,2,0.0,1.0,2025-05-15 15:59:32,2025-05-15 13:52:10,2025-05-15 14:12:30,,11,11650,C0,C001,Y,,N,,N,,N,2017,서울특별시,0.522413937113122,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.783620905669683,1.5190457609880947
서울시 서초구 화훼사업센터,PI204334,서울특별시 서초구 강남대로 27,,"7,7(본관 정문앞 지상1층, 신관 옥탑주차장)",24시간 이용가능,37.468405308,127.0391097,PI,GS차지비,GS차지비,1600-4047,"2,4","50.0,7.0",단독,13,15,0.1333333333333333,1.0,2025-05-15 14:50:27,2025-05-15 14:32:06,2025-05-15 14:32:06,2025-05-15 14:20:37,11,11650,G0,G004,Y,,N,,N,,N,2024,서울특별시,0.4755507990881056,1,0,0,300,0.0033333333222222,0.5,1.0,0.6933333333333334,0.0026666666577777,0.0,0.0,-0.7133261986321584,1.4826738013589529
죽암휴게소 (부산),ST431146,충청북도 청주시 서원구 현도면 경부고속도로 289,,롯데리아 지나서,24시간 이용가능,36.4869665,127.4291915,ST,SK일렉링크,SK일렉링크,1566-1704,4,"200.0,350.0",단독,3,5,0.4,1.0,2025-05-15 16:09:36,2025-05-15 16:04:37,2025-05-15 16:06:30,2025-05-15 16:09:36,43,43110,C0,C001,Y,,N,,N,,Y,2023,충청북도,1.6010259338313757,1,1,0,300,0.0033333333222222,0.5,1.0,0.48,0.0026666666577777,0.4,0.0,-2.4015389007470636,-0.0188722340892857
현도면사무소,ME183184,충청북도 청주시 서원구 현도면 선동1길 9,,,24시간 이용가능,36.4864229,127.4240825,ME,환경부,환경부,1661-9408,"4,6","100.0,50.0","단독,동시",3,3,0.0,1.0,2025-05-15 16:13:49,2025-05-15 11:52:16,2025-05-15 12:03:52,,43,43110,A0,A002,Y,,N,,N,,N,2018,충청북도,1.5845620443842994,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-2.3768430665764493,-0.0741763999186715
금강로하스 산호빛공원 공영주차장,IVDJNLOA,대전광역시 대덕구 대덕대로1527번길 200금강로하스 산호빛공원 공영주차장,,,24시간 이용가능,36.45374951,127.42102149,IV,인큐버스,인큐버스,042-863-6698,2,7.0,단독,2,2,0.0,1.0,2025-05-10 09:30:05,2025-05-09 22:30:05,2025-05-10 09:30:05,,30,30230,B0,B001,Y,,N,,N,,N,2023,대전광역시,2.1937049233514605,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.2905573850271908,-0.987890718369413
저스트슬립호텔 신탄진역점,CV000736,대전광역시 대덕구 신탄진로810번길 32,"(신탄진동, 저스트슬립호텔)",지상1층 주차장,24시간 이용가능,36.449819,127.4309599,CV,채비,채비,1522-2573,2,7.0,단독,2,2,0.0,1.0,2025-05-14 19:30:27,2025-05-14 16:57:33,2025-05-14 19:30:08,,30,30230,E0,E003,Y,,N,,N,,N,2020,대전광역시,2.542508599036719,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.813762898555079,-1.5110962318973011
죽암(서울) 휴게소,ME178019,충청북도 청주시 서원구 현도면 경부고속도로 290,,,24시간 이용가능,36.4957964,127.4308677,ME,환경부,환경부,1661-9408,6,50.0,단독,2,2,0.0,1.0,2025-05-15 16:13:57,2025-05-15 09:35:32,2025-05-15 10:18:38,,43,43110,C0,C001,Y,,N,,N,,N,2017,충청북도,2.5910106630847913,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.886515994627187,-1.5838493279694092
금산군농업기술센터,ME20D166,충청남도 금산군 금성면 의총길25,,,24시간 이용가능,36.125978,127.495885,ME,환경부,환경부,1661-9408,4,100.0,단독,1,1,0.0,1.0,2025-05-15 15:50:22,2025-05-15 02:04:53,2025-05-15 02:33:54,,44,44710,A0,A004,Y,,N,,N,,N,2020,충청남도,1.2793136449707565,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.9189704674561348,0.383696199201643
금산군 게이트볼장,ME22D408,충청남도 금산군 금산읍 상리 2,충청남도 금산군 금산읍 상리 2,,24시간 이용가능,36.1122859,127.4895651,ME,환경부,환경부,1661-9408,4,100.0,단독,4,4,0.0,1.0,2025-05-15 16:13:14,2025-05-14 17:50:24,2025-05-14 18:19:31,,44,44710,A0,A004,Y,,N,,N,,N,2022,충청남도,2.610139129779728,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.915208694669592,-1.612542028011814
금산경찰서,ME22C292,충청남도 금산군 금산읍 인삼로 201,,,24시간 이용가능,36.1029139,127.5041077,ME,환경부,환경부,1661-9408,4,100.0,단독,2,2,0.0,1.0,2025-05-15 16:03:26,2025-05-15 09:48:19,2025-05-15 10:28:25,,44,44710,I0,I004,Y,,N,,N,,N,2022,충청남도,2.9810702281346284,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-4.471605342201943,-2.168938675544165
금산읍행정복지센터,ME21B163,충청남도 금산군 금산읍 비호로 69,,,24시간 이용가능,36.1069181,127.4907964,ME,환경부,환경부,1661-9408,4,100.0,단독,1,1,0.0,1.0,2025-05-15 16:03:26,2025-05-15 13:51:53,2025-05-15 14:31:59,,44,44710,A0,A002,Y,,N,,N,,N,2021,충청남도,3.008800703920561,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-4.513201055880842,-2.210534389223064
금산인삼랜드(대전) 휴게소,ME178055,충청남도 금산군 군북면 대암길 34-30 (외부리),,,24시간 이용가능,36.1550665,127.4964759,ME,환경부,환경부,1661-9408,6,50.0,단독,1,1,0.0,1.0,2025-05-15 16:12:43,2025-05-14 20:29:54,2025-05-14 21:09:14,,44,44710,C0,C001,Y,,N,,N,,N,2017,충청남도,3.0875639387177625,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-4.631345908076644,-2.328679241418866
진주럭키골프랜드,LU002368,경상남도 진주시 명석면 판문로 504-4,,주차장 출구 좌측 2면,24시간 이용가능,35.210193,128.030689,LU,LG유플러스 볼트업,LG유플러스,1660-0365,2,7.0,단독,2,2,0.0,1.0,2025-05-10 18:48:09,2025-05-10 16:38:08,2025-05-10 18:48:01,,48,48170,E0,E004,Y,,N,,N,,Y,2024,경상남도,1.2899735545187136,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-1.9349603317780704,0.7677063348797071
명석면사무소,KP005776,경상남도 진주시 명석면 광제산로 37,,,24시간 이용가능,35.21,128.04,KP,한국전력,한국전력,1899-2100,4,100.0,단독,1,1,0.0,1.0,2025-05-15 00:57:07,2025-05-14 16:46:28,2025-05-14 17:08:48,,48,48170,A0,A002,Y,,N,,N,,N,2024,경상남도,1.780741221042638,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-2.671111831563957,-0.3684451649061793
진주굿모닝병원,PL030540,경상남도 진주시 서장대로213번길 7,진주굿모닝병원,지상 1층 건물우측편,24시간 이용가능,35.1914978,128.0558286,PL,플러그링크,플러그링크,1533-0702,2,7.0,단독,2,2,0.0,1.0,2025-05-15 12:06:44,2025-05-15 11:27:26,2025-05-15 12:06:44,,48,48170,B0,B001,N,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,,Y,2024,경상남도,2.920550310089396,0,1,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.4,0.0,-4.380825465134094,-2.178158798476316
진주진양호둘레길주차장,PI718606,경상남도 진주시 판문동 486-1,,여성전용주차장 옆 주차면,24시간 이용가능,35.1759818,128.0406394,PI,GS차지비,GS차지비,1544-4279,2,7.0,단독,1,1,0.0,1.0,2025-05-12 14:31:49,2025-05-12 14:24:02,2025-05-12 14:24:02,,48,48170,B0,B001,N,,N,,N,,N,2023,경상남도,2.9662274835338533,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-4.44934122530078,-2.6466745586430025
E1 진주오렌지 전기차 충전소,EO000072,경상남도 진주시 유곡동 122-2,,,24시간 이용가능,35.194211,128.062293,EO,E1,E1,1688-2121,4,200.0,단독,1,1,0.0,1.0,2025-05-15 01:06:31,2025-05-15 01:02:51,2025-05-15 01:06:31,,48,48170,E0,E007,Y,,N,,N,,N,2023,경상남도,3.420154061663931,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-5.1302310924958965,-2.8275644258381187
천안호두(부산) 휴게소,ME18A504,충청남도 천안시 동남구 수신면 성남로 793-40,,,24시간 이용가능,36.730579,127.262657,ME,환경부,환경부,1661-9408,6,100.0,단독,1,1,0.0,1.0,2025-05-15 16:13:11,2025-05-15 15:53:12,2025-05-15 16:02:29,,44,44130,C0,C001,Y,,N,,N,,N,2018,충청남도,0.339445792610041,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.5091686889150615,1.7934979777427162
천안호두(부산) 휴게소,ME21A209,충청남도 천안시 동남구 성남면 대화리 산8-12,,,24시간 이용가능,36.7304185,127.2638826,ME,환경부,환경부,1661-9408,4,100.0,단독,0,2,1.0,0.5,2025-05-15 16:14:40,2025-05-15 15:00:12,2025-05-15 15:12:53,2025-05-15 16:06:28,44,44130,C0,C001,Y,,N,,N,,N,2021,충청남도,0.4372348144656062,1,0,0,300,0.0033333333222222,0.5,0.5,0.0,0.0026666666577777,0.0,0.0,-0.6558522216984093,0.3468144449593684
천안상록리조트,ME18A312,충청남도 천안시 동남구 수신면 수신로 576,,,24시간 이용가능,36.742044,127.286159,ME,환경부,환경부,1661-9408,"4,6","100.0,200.0","단독,동시",3,3,0.0,1.0,2025-05-15 16:15:14,2025-05-15 06:07:37,2025-05-15 06:24:08,,44,44130,E0,E003,Y,,N,,N,,N,2018,충청남도,2.5735659836174474,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.860348975426171,-1.5576823087683933
소노벨천안,ME21C417,충청남도 천안시 동남구 성남면 종합휴양지로 200,,,24시간 이용가능,36.7551623,127.2256447,ME,환경부,환경부,1661-9408,4,200.0,동시,4,4,0.0,1.0,2025-05-15 16:15:34,2025-05-15 11:05:01,2025-05-15 11:45:02,,44,44130,E0,E003,Y,,N,,N,,N,2021,충청남도,3.944228198496106,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-5.916342297744159,-3.6136756310863816
목천 제1공영주차장,ME23A804,충청남도 천안시 동남구 목천읍 운전리 562,,,24시간 이용가능,36.7626515,127.2284379,ME,환경부,환경부,1661-9408,4,200.0,단독,8,8,0.0,1.0,2025-05-15 16:01:55,2025-05-15 15:28:48,2025-05-15 15:49:50,,44,44130,B0,B001,Y,,N,,N,,N,2023,충청남도,4.356213500122627,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-6.53432025018394,-4.231653583526162
정촌면사무소,ME20C133,경상남도 진주시 정촌면 화개리 976,,,24시간 이용가능,35.131473,128.1025175,ME,환경부,환경부,1661-9408,4,100.0,단독,1,1,0.0,1.0,2025-05-15 15:55:28,2025-05-15 14:13:19,2025-05-15 14:38:36,,48,48170,A0,A001,Y,,N,,N,,N,2020,경상남도,0.8988803018777654,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.348320452816648,0.9543462138411298
모다아울렛 진주점별관,HM001795,경상남도 진주시 정촌면 삼일로105번길 15,,,24시간 이용가능,35.130147334,128.0986769,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,7.0,단독,2,2,0.0,1.0,2025-05-15 07:00:25,2025-05-14 16:30:27,2025-05-15 00:43:33,,48,48170,E0,E002,Y,,N,,N,,N,2023,경상남도,0.9176159965866856,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.376423994880028,0.9262426717777495
진주KAL관광호텔,PW011925,경상남도 진주시 정촌면 화개천로 132-14,,,24시간 이용가능,35.1279401,128.1042241,PW,파워큐브,파워큐브,1833-8017,2,7.0,,2,2,0.0,1.0,2025-05-15 11:06:15,2025-05-14 13:57:28,2025-05-14 15:57:48,,48,48170,E0,E003,Y,,Y,숙박 시설 이용자로 제한,N,,N,2020,경상남도,1.3163689467388422,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.9745534201082633,0.3281132465495144
진주남부농협 자재판매장,HM000992,경상남도 진주시 정촌면 정촌로45번길 11,,,24시간 이용가능,35.133678507,128.10197891,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,7.0,단독,0,1,1.0,0.0,2025-01-17 13:30:00,,,,48,48170,G0,G004,Y,,N,,N,,N,2022,경상남도,0.6710982629457762,1,0,0,300,0.0033333333222222,0.5,0.0,0.0,0.0026666666577777,0.0,0.0,-1.0066473944186645,-0.5039807277608866
가좌 우수저류시설(진주),PC001215,경상남도 진주시 가좌동 1984-1,,,24시간 이용가능,35.152843216,128.11013533,PC,파킹클라우드,아이파킹,1533-5783,2,7.0,단독,3,3,0.0,1.0,2025-05-15 08:58:28,2025-05-14 20:54:35,2025-05-15 08:57:29,,48,48170,A0,A004,Y,,N,,N,,N,2025,경상남도,1.994887328298228,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-2.9923309924473425,-0.6896643257895647
안성시 리라아동복지관,PI313556,경기도 안성시 원곡면 용소길 65,,지상주차장,24시간 이용가능,37.046444852,127.14573988,PI,GS차지비,GS차지비,1600-4047,2,7.0,단독,1,1,0.0,1.0,2025-05-08 00:59:57,2025-03-20 17:26:30,2025-03-20 17:26:30,,41,41550,A0,A004,Y,,N,,N,,N,2023,경기도,0.8119872268891118,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.2179808403336678,1.08468582632411
원곡면 공영주차장,HE240117,경기도 안성시 원곡면 외가천리 208,,<지상> 주차장,24시간 이용가능,37.04039658,127.13006299,HE,한국전기차충전서비스,한국전기차충전서비스,1522-1782,4,200.0,동시,4,4,0.0,1.0,2025-05-15 14:25:02,2025-05-15 13:01:55,2025-05-15 13:41:13,,41,41550,B0,B001,N,,N,,N,,N,2024,경기도,0.7768719905405046,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-1.165307985810757,0.6373586808470209
(주)소모에너지 칠곡주유소,ME21B408,경기도 안성시 원곡면 남북대로 1201-4,,,24시간 이용가능,37.0448306,127.1568403,ME,환경부,환경부,1661-9408,4,100.0,단독,4,4,0.0,1.0,2025-05-15 16:02:52,2025-05-15 14:22:06,2025-05-15 15:01:52,,41,41550,E0,E007,Y,,N,,N,,N,2021,경기도,1.7774323706558022,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-2.6661485559837033,-0.3634818893259255
CJ대한통운 평택Asub,SZAA0027,경기도 안성시 원곡면 청원로 1850-122,,,24시간,37.0354194,127.1183118,SZ,SG생활안전,SG생활안전,15880119,2,7.0,단독,2,3,0.3333333333333333,1.0,2025-05-15 12:49:34,2025-05-15 12:49:34,2025-05-15 11:19:34,2025-05-15 12:46:25,41,41550,G0,G004,Y,,Y,대한통운 물류차량 충전시설,N,,N,2024,경기도,1.948056943677364,1,0,0,300,0.0033333333222222,0.5,1.0,0.5333333333333334,0.0026666666577777,0.0,0.0,-2.922085415516046,-0.8860854155249349
지니민박,TDH00028,경기도 안성시 원곡면 지문로 262,지니민박,지상1층 좌측 주차장,24시간 이용가능,37.0616275,127.1431895,TD,타디스테크놀로지,evPlug,02-6956-3000,2,7.0,단독,1,2,0.5,0.5,2025-04-30 12:47:05,2025-03-11 15:58:01,2025-03-11 15:58:28,,41,41550,E0,E003,N,,N,,N,,N,2020,경기도,1.950110733864201,0,0,0,300,0.0033333333222222,0.0,0.5,0.4,0.0026666666577777,0.0,0.0,-2.9251661007963015,-2.0224994341385236
추부면 체육센터,ME24B191,충청남도 금산군 추부면 하마전로 75,,,24시간 이용가능,36.192441,127.473921,ME,환경부,환경부,1661-9408,4,100.0,단독,1,1,0.0,1.0,2025-05-15 16:15:48,2025-05-14 21:52:20,2025-05-14 22:32:22,,44,44710,J0,J007,Y,,N,,N,,N,2024,충청남도,2.463055235549259,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.694582853323889,-1.3919161866661107
상소오토캠핑장,CV001633,대전광역시 동구 산내로 724-27,상소오토캠핑장 제1주차장,지상1층 야외주차장(입구통과 직진후 좌측),24시간 이용가능,36.23584,127.46911799,CV,채비,채비,1522-2573,4,100.0,동시,4,4,0.0,1.0,2025-05-15 15:10:29,2025-05-15 14:32:15,2025-05-15 15:07:08,,30,30110,E0,E003,Y,,N,,N,,N,2022,대전광역시,3.478065280720661,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-5.217097921080992,-2.914431254423214
만인산자연휴양림,CV003317,대전광역시 동구 하소동 산47,"(하소동, 만인산푸른학습원)",지상1층 주차장,24시간 이용가능,36.2003963,127.4512161,CV,채비,채비,1522-2573,4,100.0,동시,1,2,0.5,1.0,2025-05-15 15:40:43,2025-05-15 15:38:41,2025-05-15 15:38:43,2025-05-15 15:38:41,30,30110,D0,D004,Y,,N,,N,,N,2023,대전광역시,3.705826270293529,1,0,0,300,0.0033333333222222,0.5,1.0,0.4,0.0026666666577777,0.0,0.0,-5.558739405440294,-3.656072738782516
대전시립제2노인전문병원,CV003558,대전광역시 동구 산내로 300,"(하소동, 제2시립노인전문병원)",지상1층 주차장,24시간 이용가능,36.212602,127.4399609,CV,채비,채비,1522-2573,4,100.0,단독,2,2,0.0,1.0,2025-05-15 04:40:36,2025-05-14 15:39:00,2025-05-14 15:58:23,,30,30110,I0,I001,Y,,N,,N,,N,2023,대전광역시,4.570983123777975,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-6.856474685666964,-4.553808019009185
대전시 동구 문글램핑,PI420190,대전광역시 동구 산내로 237,,주차장,24시간 이용가능,36.208068048,127.43972069,PI,GS차지비,GS차지비,1600-4047,2,7.0,단독,1,1,0.0,1.0,2025-05-14 13:01:11,2025-05-02 03:59:58,2025-05-02 03:59:58,,30,30110,E0,E003,Y,,N,,N,,N,2023,대전광역시,4.587417567510899,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-6.8811263512663485,-4.578459684608571
대산학원,KP004904,대전광역시 동구 산내로 1398-41,,,24시간 이용가능,36.2874,127.4662,KP,한국전력공사,한국전력,1899-2100,4,100.0,단독,3,3,0.0,1.0,2025-05-15 15:45:06,2025-05-15 01:34:58,2025-05-15 02:25:41,,30,30110,G0,G004,Y,,N,,N,,N,2022,대전광역시,0.9117713291638644,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.3676569937457963,0.9350096729119812
세진운수,CV002228,대전광역시 동구 대종로 19,"(대성동, 세진운수)",지상1층 입구 좌측,24시간 이용가능,36.295833,127.458091,CV,채비,채비,1522-2573,4,200.0,동시,4,4,0.0,1.0,2025-05-15 15:45:35,2025-05-15 15:19:08,2025-05-15 15:42:20,,30,30110,G0,G004,Y,,Y,시설 사용자 외 이용이 제한될 수 있음,N,,N,2023,대전광역시,1.0105407140704623,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.5158110711056938,0.786855595552084
흥일자동차학원(주),CV000472,대전광역시 동구 산서로1660번길 24,흥일자동차운전전문학원,,24시간 이용가능,36.287914,127.461521,CV,채비,채비,1522-2573,2,7.0,단독,1,2,0.5,0.5,2025-05-12 10:25:21,2025-05-12 09:11:08,2025-05-12 09:11:19,,30,30110,J0,J003,Y,,N,,N,,N,2019,대전광역시,0.5035622738126335,1,0,0,300,0.0033333333222222,0.5,0.5,0.4,0.0026666666577777,0.0,0.0,-0.7553434107189503,0.6473232559388273
보호치료시설 효광원,ST301107,대전광역시 동구 산내로1305번길 48,,보호치료시설 효광원 주차장,24시간 이용가능,36.2800579,127.465108,ST,SK일렉링크,SK일렉링크,1566-1704,2,7.0,단독,1,1,0.0,1.0,2025-05-08 17:46:58,2025-05-08 15:34:59,2025-05-08 17:46:58,,30,30110,I0,I006,Y,,N,,N,,N,2022,대전광역시,1.1125497338297765,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.6688246007446648,0.633842065913113
옥계하우스,EZ000053,대전광역시 중구 대종로35번길 42,주차장,주차장,24시간 이용가능,36.2951351,127.4565267,EZ,차지인,차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 05:00:12,2025-03-15 21:59:02,2025-03-16 06:55:26,,30,30140,E0,E005,N,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2022,대전광역시,0.9171978894917916,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-1.3757968342376872,0.4268698324200906
주식회사골드라인개발,LU002240,경기도 안성시 공도읍 서동대로 4012,,건물앞 지상주차장,24시간 이용가능,36.996744,127.15212,LU,LG유플러스 볼트업,엘지유플러스,1660-0365,2,7.0,단독,2,2,0.0,1.0,2025-05-11 09:35:26,2025-05-10 16:47:45,2025-05-10 22:47:22,,41,41550,G0,G004,Y,,N,,N,,Y,2024,경기도,0.0952802865230555,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-0.1429204297845833,2.5597462368731945
허브정육식당,CSCS2092,경기도 안성시 공도읍 서동대로 4036,허브정육식당,주차장,24시간 이용가능,36.997519,127.154731,CS,한국EV충전서비스센터,한국EV충전서비스센터,1600-2213,2,7.0,단독,1,1,0.0,1.0,2025-05-15 13:19:51,2025-05-15 04:19:58,2025-05-15 04:19:58,,41,41550,E0,E006,Y,,N,,N,,N,2022,경기도,0.166955716324298,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.250433574486447,2.0522330921713308
공도건강생활지원센터,ST415514,경기도 안성시 공도읍 공도로 51-11,건물 앞 주차장,건물 앞 주차장,24시간 이용가능,36.999718892,127.16610704,ST,SK일렉링크,SK일렉링크,1566-1704,4,100.0,동시,2,2,0.0,1.0,2025-05-15 15:49:28,2025-05-15 15:19:26,2025-05-15 15:49:28,,41,41550,A0,A003,Y,,N,,N,,Y,2023,경기도,1.196616317388593,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-1.7949244760828895,0.907742190574888
안성시립진사도서관,CV002383,경기도 안성시 공도읍 진사2길 70,"(진사리, 진사공공도서관)",지상1층 주차장,24시간 이용가능,36.9936511,127.1447681,CV,채비,채비,1522-2573,4,100.0,동시,1,2,0.5,1.0,2025-05-15 15:35:35,2025-05-15 15:30:21,2025-05-15 15:30:26,2025-05-15 15:30:21,41,41550,I0,I005,Y,,N,,N,,N,2023,경기도,0.8192602931591925,1,0,0,300,0.0033333333222222,0.5,1.0,0.4,0.0026666666577777,0.0,0.0,-1.2288904397387888,0.6737762269189889
