id,travel_id,embedding,embedding_model,created_at,updated_at
274,274,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:37","2025-03-18 14:43:37"
275,275,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:37","2025-03-18 14:43:37"
276,276,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:37","2025-03-18 14:43:37"
277,277,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:37","2025-03-18 14:43:37"
278,278,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:37","2025-03-18 14:43:37"
279,279,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:37","2025-03-18 14:43:37"
280,280,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:37","2025-03-18 14:43:37"
281,281,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:38","2025-03-18 14:43:38"
282,282,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:38","2025-03-18 14:43:38"
283,283,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:38","2025-03-18 14:43:38"
284,284,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:38","2025-03-18 14:43:38"
285,285,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:38","2025-03-18 14:43:38"
286,286,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:38","2025-03-18 14:43:38"
287,287,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:38","2025-03-18 14:43:38"
288,288,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:38","2025-03-18 14:43:38"
289,289,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:38","2025-03-18 14:43:38"
290,290,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:38","2025-03-18 14:43:38"
291,291,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:38","2025-03-18 14:43:38"
292,292,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:38","2025-03-18 14:43:38"
293,293,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:38","2025-03-18 14:43:38"
294,294,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:38","2025-03-18 14:43:38"
295,295,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:38","2025-03-18 14:43:38"
296,296,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:38","2025-03-18 14:43:38"
297,297,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:38","2025-03-18 14:43:38"
298,298,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:38","2025-03-18 14:43:38"
299,299,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:38","2025-03-18 14:43:38"
300,300,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:38","2025-03-18 14:43:38"
301,301,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:39","2025-03-18 14:43:39"
302,302,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:39","2025-03-18 14:43:39"
303,303,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:39","2025-03-18 14:43:39"
304,304,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:39","2025-03-18 14:43:39"
305,305,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:39","2025-03-18 14:43:39"
306,306,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:39","2025-03-18 14:43:39"
307,307,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:39","2025-03-18 14:43:39"
308,308,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:39","2025-03-18 14:43:39"
309,309,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:39","2025-03-18 14:43:39"
310,310,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:39","2025-03-18 14:43:39"
311,311,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:39","2025-03-18 14:43:39"
312,312,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:39","2025-03-18 14:43:39"
313,313,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:39","2025-03-18 14:43:39"
314,314,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:39","2025-03-18 14:43:39"
315,315,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:39","2025-03-18 14:43:39"
316,316,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:39","2025-03-18 14:43:39"
317,317,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:39","2025-03-18 14:43:39"
318,318,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:39","2025-03-18 14:43:39"
319,319,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:39","2025-03-18 14:43:39"
320,320,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:39","2025-03-18 14:43:39"
321,321,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:40","2025-03-18 14:43:40"
322,322,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:40","2025-03-18 14:43:40"
323,323,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:40","2025-03-18 14:43:40"
324,324,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:40","2025-03-18 14:43:40"
325,325,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:40","2025-03-18 14:43:40"
326,326,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:40","2025-03-18 14:43:40"
327,327,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:40","2025-03-18 14:43:40"
328,328,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:40","2025-03-18 14:43:40"
329,329,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:40","2025-03-18 14:43:40"
330,330,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:40","2025-03-18 14:43:40"
331,331,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:40","2025-03-18 14:43:40"
332,332,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:40","2025-03-18 14:43:40"
333,333,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:40","2025-03-18 14:43:40"
334,334,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:40","2025-03-18 14:43:40"
335,335,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:40","2025-03-18 14:43:40"
336,336,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:40","2025-03-18 14:43:40"
337,337,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:40","2025-03-18 14:43:40"
338,338,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:40","2025-03-18 14:43:40"
339,339,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:40","2025-03-18 14:43:40"
340,340,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:40","2025-03-18 14:43:40"
341,341,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:41","2025-03-18 14:43:41"
342,342,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:41","2025-03-18 14:43:41"
343,343,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:41","2025-03-18 14:43:41"
344,344,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:41","2025-03-18 14:43:41"
345,345,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:41","2025-03-18 14:43:41"
346,346,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:41","2025-03-18 14:43:41"
347,347,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:41","2025-03-18 14:43:41"
348,348,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:41","2025-03-18 14:43:41"
349,349,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:41","2025-03-18 14:43:41"
350,350,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:41","2025-03-18 14:43:41"
351,351,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:41","2025-03-18 14:43:41"
352,352,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:41","2025-03-18 14:43:41"
353,353,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:41","2025-03-18 14:43:41"
354,354,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:41","2025-03-18 14:43:41"
355,355,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:41","2025-03-18 14:43:41"
356,356,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:41","2025-03-18 14:43:41"
357,357,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:41","2025-03-18 14:43:41"
358,358,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:41","2025-03-18 14:43:41"
359,359,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:41","2025-03-18 14:43:41"
360,360,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:41","2025-03-18 14:43:41"
361,361,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:42","2025-03-18 14:43:42"
362,362,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:42","2025-03-18 14:43:42"
363,363,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:42","2025-03-18 14:43:42"
364,364,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:42","2025-03-18 14:43:42"
365,365,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:42","2025-03-18 14:43:42"
366,366,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:42","2025-03-18 14:43:42"
367,367,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:42","2025-03-18 14:43:42"
368,368,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:42","2025-03-18 14:43:42"
369,369,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:42","2025-03-18 14:43:42"
370,370,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:42","2025-03-18 14:43:42"
371,371,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:42","2025-03-18 14:43:42"
372,372,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:42","2025-03-18 14:43:42"
373,373,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:42","2025-03-18 14:43:42"
374,374,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:42","2025-03-18 14:43:42"
375,375,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:42","2025-03-18 14:43:42"
376,376,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:42","2025-03-18 14:43:42"
377,377,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:42","2025-03-18 14:43:42"
378,378,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:42","2025-03-18 14:43:42"
379,379,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:42","2025-03-18 14:43:42"
380,380,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:42","2025-03-18 14:43:42"
381,381,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:43","2025-03-18 14:43:43"
382,382,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:43","2025-03-18 14:43:43"
383,383,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:43","2025-03-18 14:43:43"
384,384,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:43","2025-03-18 14:43:43"
385,385,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:43","2025-03-18 14:43:43"
386,386,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:43","2025-03-18 14:43:43"
387,387,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:43","2025-03-18 14:43:43"
388,388,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:43","2025-03-18 14:43:43"
389,389,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:43","2025-03-18 14:43:43"
390,390,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:43","2025-03-18 14:43:43"
391,391,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:43","2025-03-18 14:43:43"
392,392,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:43","2025-03-18 14:43:43"
393,393,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:43","2025-03-18 14:43:43"
394,394,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:43","2025-03-18 14:43:43"
395,395,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:43","2025-03-18 14:43:43"
396,396,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:43","2025-03-18 14:43:43"
397,397,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:43","2025-03-18 14:43:43"
398,398,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:43","2025-03-18 14:43:43"
399,399,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:43","2025-03-18 14:43:43"
400,400,...,jhgan/ko-sroberta-multitask,"2025-03-18 14:43:43","2025-03-18 14:43:43"
